,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,positioning,vision,penalties,aggression,interceptions,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,preferred_foot_encoded,attacking_work_rate_encoded,defensive_work_rate_encoded,player_role
128166,57,60,74,64,58.0,56,47.0,57,53,58,52,63,49.0,68,46.0,68,48.0,65,75,62,69,63.0,60,62,27,28,28,22.0,11,11,6,11,15,1,1.0,0.0,4
138787,58,41,59,68,49.0,57,49.0,41,58,65,68,67,68.0,66,79.0,68,73.0,76,62,56,45,59.0,46,72,65,71,71,67.0,9,13,11,15,9,1,1.0,1.0,3
107097,67,68,70,71,64.0,67,62.0,52,58,70,64,66,58.0,69,61.0,66,54.0,69,70,65,75,73.0,72,42,24,28,29,23.0,9,7,15,14,13,1,1.0,0.0,4
153992,42,50,59,60,55.0,56,56.0,57,59,61,55,55,71.0,49,62.0,59,52.0,68,61,47,56,60.0,61,57,46,54,53,52.0,7,10,10,5,8,1,1.0,1.0,4
48828,54,58,63,64,39.0,65,63.0,62,63,68,70,69,72.0,59,68.0,65,62.0,61,67,55,50,61.0,48,65,50,32,49,41.0,11,8,13,9,15,1,1.0,1.0,4
84895,78,29,46,64,45.0,61,71.0,63,57,65,69,72,72.0,62,73.0,65,70.0,71,57,40,63,61.0,39,67,54,56,48,50.0,5,9,12,9,6,0,2.0,1.0,2
79286,30,33,69,51,42.0,40,44.0,40,50,50,52,55,47.0,65,52.0,47,59.0,58,79,32,22,47.0,47,70,67,66,70,64.0,9,14,8,7,12,1,0.0,2.0,1
69893,25,25,25,29,25.0,25,25.0,25,34,26,50,40,54.0,68,57.0,24,77.0,52,67,25,25,25.0,41,37,24,25,25,25.0,72,66,59,69,76,1,1.0,1.0,0
125258,74,32,78,68,55.0,51,62.0,44,71,64,53,34,58.0,66,52.0,58,69.0,54,73,45,55,52.0,52,71,75,67,73,75.0,11,5,15,7,7,0,1.0,1.0,1
174312,25,25,61,39,22.0,25,26.0,22,35,41,75,82,46.0,63,64.0,47,87.0,81,86,25,25,43.0,25,79,73,60,67,57.0,15,13,9,5,10,1,1.0,2.0,4
11976,66,52,47,66,58.0,66,54.0,46,47,66,76,72,84.0,65,76.0,65,52.0,69,66,56,68,59.0,58,50,38,36,25,31.0,12,7,11,5,7,1,2.0,1.0,4
60962,43,25,66,53,39.0,51,34.0,55,49,54,56,58,47.0,48,32.0,67,55.0,70,83,59,25,48.0,26,66,61,54,62,58.0,7,5,12,8,10,1,1.0,1.0,4
11066,45,37,72,57,41.0,34,50.0,31,58,61,54,52,56.0,59,55.0,64,75.0,66,84,38,48,54.0,72,76,55,74,72,70.0,8,5,14,13,14,1,1.0,2.0,1
109872,57,66,70,59,65.0,63,60.0,62,53,66,58,54,39.0,70,58.0,70,66.0,61,76,60,70,60.0,70,57,36,29,27,28.0,7,9,14,5,5,1,1.0,0.0,4
139942,32,46,80,59,42.0,34,21.0,34,54,66,64,53,48.0,68,50.0,62,62.0,60,87,40,58,51.0,59,77,80,75,79,69.0,15,10,7,11,10,1,2.0,1.0,1
150975,67,62,58,68,63.0,65,77.0,76,66,69,63,65,72.0,62,77.0,75,56.0,60,55,70,60,70.0,62,68,52,54,51,49.0,9,5,11,9,6,0,1.0,1.0,4
35567,49,30,74,58,23.0,54,37.0,58,55,57,31,37,31.0,61,39.0,62,50.0,56,90,46,25,40.0,61,70,64,62,64,62.0,6,8,8,11,7,1,1.0,1.0,4
167267,42,55,52,66,34.0,61,39.0,30,61,61,55,60,58.0,66,64.0,53,64.0,57,56,43,59,62.0,62,69,64,59,60,57.0,6,8,12,9,6,1,1.0,2.0,3
148469,52,60,72,63,61.0,48,46.0,45,45,59,37,41,42.0,61,46.0,67,61.0,54,80,49,62,60.0,70,68,31,45,35,32.0,8,7,8,6,8,1,2.0,2.0,4
44607,39,74,76,57,67.0,66,59.0,51,44,71,70,69,60.0,69,54.0,73,72.0,54,66,68,75,51.0,72,34,25,24,46,21.0,6,13,11,11,12,1,1.0,1.0,7
67982,47,37,54,59,29.0,52,44.0,37,61,52,70,55,54.0,55,43.0,32,54.0,58,77,34,48,48.0,41,74,61,65,62,65.0,8,14,6,11,15,0,1.0,1.0,4
153112,48,41,36,59,37.0,54,45.0,58,56,57,73,63,71.0,54,71.0,51,70.0,65,71,40,47,53.0,62,72,52,41,39,36.0,11,8,9,7,5,0,1.0,1.0,4
7551,48,64,59,59,56.0,60,41.0,28,44,65,76,70,63.0,51,55.0,58,82.0,55,77,55,58,40.0,58,34,29,25,25,25.0,12,11,6,11,9,1,1.0,1.0,4
177220,64,44,53,64,23.0,65,60.0,39,64,61,65,69,70.0,63,71.0,62,64.0,75,60,59,63,53.0,60,65,65,63,65,64.0,5,7,14,7,15,0,1.0,1.0,4
112089,40,25,73,54,41.0,45,30.0,54,48,52,53,55,53.0,60,59.0,60,74.0,65,78,33,32,52.0,59,68,57,67,71,68.0,8,9,15,11,12,1,1.0,1.0,1
93345,46,31,71,56,44.0,42,31.0,38,56,58,61,65,46.0,66,60.0,60,70.0,83,73,46,35,37.0,58,76,66,65,66,62.0,10,10,6,8,12,1,1.0,2.0,4
169573,42,33,55,53,28.0,48,57.0,35,48,54,54,53,68.0,58,73.0,52,64.0,54,47,37,37,47.0,36,58,54,52,56,55.0,14,15,14,14,12,1,0.0,1.0,4
24740,44,60,65,50,49.0,60,36.0,40,30,65,71,72,62.0,66,48.0,72,61.0,63,88,59,62,36.0,51,52,41,21,21,25.0,12,5,12,14,8,1,2.0,0.0,4
36447,66,56,40,64,60.0,66,64.0,56,62,66,74,72,71.0,68,62.0,68,67.0,77,64,64,64,60.0,65,70,60,50,58,58.0,15,10,7,8,10,1,2.0,1.0,4
74049,48,59,46,61,50.0,61,56.0,66,52,61,91,84,81.0,71,91.0,56,81.0,80,63,52,61,62.0,63,51,38,29,34,23.0,5,14,6,15,7,1,2.0,1.0,4
142258,44,36,52,69,40.0,56,41.0,40,64,55,69,62,59.0,55,75.0,60,61.0,64,56,46,51,48.0,45,59,44,54,57,56.0,13,6,11,10,11,0,1.0,1.0,4
15556,75,44,59,64,32.0,60,68.0,75,71,66,61,62,60.0,74,74.0,81,65.0,51,62,60,58,60.0,59,71,76,66,67,65.0,11,6,13,15,14,0,1.0,1.0,4
175413,40,66,68,60,52.0,60,42.0,40,34,61,62,64,52.0,59,50.0,60,60.0,59,73,58,58,46.0,71,32,25,25,25,25.0,8,12,5,10,13,1,1.0,0.0,4
2192,61,45,58,74,47.0,61,62.0,61,72,69,68,70,65.0,63,65.0,59,67.0,71,75,61,55,67.0,57,75,59,50,63,66.0,8,10,15,9,11,1,1.0,1.0,4
792,67,52,52,66,41.0,59,59.0,62,58,62,73,81,66.0,64,60.0,73,70.0,65,69,68,55,53.0,56,59,56,36,46,36.0,11,11,5,5,13,1,1.0,1.0,4
115035,66,72,70,69,70.0,65,58.0,65,48,66,65,68,67.0,67,65.0,79,66.0,64,81,69,78,67.0,81,82,33,33,41,29.0,10,15,15,9,10,1,0.0,0.0,7
178171,60,67,67,64,67.0,67,56.0,49,58,69,72,70,70.0,65,62.0,68,70.0,56,70,60,69,60.0,69,53,24,22,26,27.0,15,7,8,9,15,1,1.0,1.0,4
173011,37,27,41,54,34.0,47,39.0,30,54,45,63,64,73.0,49,71.0,50,63.0,60,52,30,46,40.0,35,45,36,38,44,40.0,14,6,11,12,9,1,1.0,1.0,4
78080,66,73,40,60,72.0,72,80.0,69,52,76,74,75,78.0,72,78.0,68,66.0,63,65,73,81,74.0,70,75,27,24,28,21.0,6,15,8,8,12,1,1.0,1.0,5
111458,65,26,60,60,35.0,56,54.0,39,60,56,66,62,61.0,61,76.0,51,75.0,73,61,34,42,54.0,45,68,57,61,65,61.0,12,8,10,7,7,0,1.0,1.0,4
173141,25,25,25,21,25.0,25,25.0,25,25,21,42,41,34.0,52,40.0,20,57.0,35,82,25,25,25.0,27,22,24,25,25,25.0,55,46,51,47,54,1,1.0,1.0,0
123497,25,25,25,25,25.0,25,25.0,25,21,25,25,24,31.0,55,31.0,28,43.0,24,62,25,25,25.0,25,22,25,25,25,25.0,58,44,42,57,63,1,1.0,1.0,0
75319,65,37,41,59,41.0,52,28.0,32,57,55,77,76,62.0,52,70.0,38,64.0,74,58,38,44,58.0,38,54,59,61,61,65.0,5,13,15,14,14,0,1.0,1.0,2
152047,69,66,74,68,69.0,71,69.0,50,65,72,70,70,59.0,72,57.0,65,81.0,72,68,69,70,66.0,63,54,45,33,38,44.0,13,10,12,11,11,1,1.0,1.0,4
133670,36,27,67,65,31.0,55,33.0,35,64,62,72,66,58.0,64,47.0,43,63.0,61,69,37,47,52.0,39,65,62,58,65,65.0,7,14,7,6,6,1,1.0,1.0,4
44465,40,72,78,62,62.0,45,54.0,29,40,63,51,56,40.0,69,33.0,73,34.0,58,86,50,78,64.0,72,46,32,25,38,26.0,9,10,7,10,14,1,1.0,0.0,7
29188,36,69,62,54,43.0,58,43.0,35,41,60,61,68,62.0,68,54.0,72,67.0,70,69,56,60,47.0,65,73,24,21,25,25.0,9,15,7,15,8,1,1.0,0.0,4
114696,57,23,64,66,25.0,36,36.0,37,61,50,73,77,56.0,67,60.0,55,70.0,72,73,33,36,54.0,39,67,64,55,61,64.0,7,9,6,6,8,1,1.0,1.0,4
64372,64,59,53,60,50.0,66,54.0,39,45,66,85,86,71.0,57,84.0,53,65.0,63,50,59,55,61.0,57,29,25,25,25,25.0,13,8,5,14,13,1,1.0,0.0,4
32204,59,61,47,52,57.0,64,45.0,55,46,59,73,76,62.0,61,73.0,64,62.0,58,61,57,61,58.0,66,61,32,22,28,31.0,14,5,13,10,6,1,1.0,1.0,4
63496,65,65,57,66,51.0,67,80.0,75,67,70,63,64,66.0,64,64.0,74,60.0,71,73,68,61,71.0,68,64,64,47,55,58.0,8,5,8,5,10,0,1.0,1.0,4
178234,73,70,66,74,72.0,72,78.0,77,73,73,75,69,73.0,74,66.0,75,51.0,68,61,68,71,76.0,67,72,54,65,69,63.0,11,11,8,11,15,0,1.0,1.0,5
100569,57,41,57,58,49.0,58,47.0,45,54,56,67,54,68.0,57,78.0,56,45.0,55,61,46,54,46.0,39,50,60,61,61,60.0,8,12,12,14,11,1,1.0,1.0,4
122795,52,25,63,55,49.0,52,56.0,25,51,62,61,73,52.0,51,52.0,34,53.0,70,72,41,25,37.0,25,73,60,61,62,61.0,10,12,5,12,10,1,,,4
69939,64,65,50,66,69.0,68,69.0,58,53,74,79,76,79.0,67,79.0,71,65.0,78,62,69,67,53.0,63,63,36,25,30,24.0,13,14,12,11,14,0,2.0,1.0,4
91688,25,25,25,32,25.0,25,25.0,25,31,22,46,48,50.0,69,50.0,36,70.0,30,64,25,25,25.0,28,40,20,25,25,25.0,70,67,64,72,75,1,1.0,1.0,0
148790,62,53,55,62,45.0,61,67.0,54,61,64,66,63,71.0,57,76.0,63,70.0,80,70,54,54,62.0,60,68,52,55,54,53.0,13,15,15,5,7,0,0.0,1.0,4
99027,56,58,49,62,56.0,67,58.0,58,56,66,77,69,74.0,62,68.0,61,34.0,60,58,64,59,62.0,60,56,54,44,48,43.0,14,9,11,13,11,0,1.0,1.0,4
32855,73,68,69,80,63.0,68,66.0,67,76,75,60,53,79.0,71,70.0,70,65.0,75,62,70,75,76.0,70,71,64,62,60,61.0,8,12,5,15,14,1,1.0,1.0,3
131372,25,25,25,23,25.0,25,25.0,25,25,27,42,40,54.0,62,35.0,35,63.0,28,70,25,25,25.0,25,25,25,25,25,25.0,61,57,59,66,64,1,1.0,1.0,0
59345,65,58,34,69,57.0,75,74.0,71,62,73,79,70,83.0,61,73.0,65,52.0,58,41,61,48,66.0,67,47,26,25,24,22.0,14,5,14,12,11,0,1.0,0.0,4
40560,69,48,57,62,42.0,62,62.0,55,57,63,71,69,68.0,62,63.0,70,74.0,65,65,68,57,55.0,54,63,61,57,58,59.0,7,8,14,14,5,1,1.0,1.0,4
94245,56,64,53,68,67.0,71,80.0,74,64,70,78,65,77.0,66,72.0,72,71.0,52,61,69,64,73.0,70,38,29,30,36,34.0,7,14,14,8,12,1,1.0,0.0,5
61797,60,64,65,68,63.0,65,54.0,62,64,68,53,63,50.0,66,45.0,78,32.0,64,79,67,65,63.0,66,60,61,48,56,58.0,14,14,9,5,12,1,1.0,1.0,4
58932,41,70,85,60,60.0,45,43.0,40,33,62,30,42,32.0,68,32.0,70,66.0,46,93,61,73,61.0,72,75,26,35,32,29.0,15,5,6,5,13,1,1.0,0.0,4
64529,57,55,54,62,59.0,66,70.0,43,49,68,77,74,78.0,61,79.0,66,73.0,70,32,57,60,62.0,65,55,35,33,27,22.0,13,10,13,12,11,1,1.0,1.0,4
100560,25,25,25,25,25.0,25,25.0,25,22,22,35,49,31.0,61,41.0,20,53.0,40,59,25,25,25.0,30,25,24,25,25,25.0,66,59,61,55,66,0,1.0,1.0,0
152938,65,59,73,72,56.0,61,68.0,57,65,68,54,34,69.0,76,65.0,65,75.0,54,74,54,52,62.0,57,75,58,58,59,60.0,6,8,11,10,6,1,1.0,1.0,4
49477,34,43,59,55,40.0,50,40.0,32,44,61,32,50,30.0,52,32.0,58,30.0,32,86,33,22,52.0,30,64,68,66,60,61.0,6,6,14,12,7,0,1.0,1.0,4
81745,64,48,61,66,39.0,58,38.0,62,58,63,52,41,61.0,60,45.0,62,55.0,61,71,56,40,57.0,48,70,59,45,59,53.0,13,6,9,11,11,1,1.0,1.0,4
80431,62,36,71,64,34.0,35,37.0,56,63,64,66,72,56.0,65,59.0,71,73.0,66,77,32,42,53.0,49,76,71,72,70,66.0,15,14,10,5,11,0,1.0,1.0,1
95399,56,57,86,56,29.0,40,30.0,43,58,46,32,33,41.0,67,55.0,75,78.0,51,76,51,51,50.0,55,71,64,64,69,61.0,11,14,8,7,7,1,1.0,1.0,4
132628,62,35,64,62,47.0,58,49.0,41,48,61,66,65,63.0,64,63.0,62,66.0,69,66,50,54,57.0,55,71,63,63,64,64.0,6,15,10,7,9,1,1.0,1.0,4
47330,61,64,55,64,61.0,60,49.0,63,63,64,82,82,54.0,52,59.0,64,72.0,55,59,59,61,61.0,44,57,51,25,25,25.0,7,13,11,10,11,1,1.0,2.0,4
128375,40,40,74,64,45.0,53,50.0,56,63,62,50,53,59.0,68,52.0,60,72.0,81,82,37,41,58.0,67,87,67,69,64,65.0,6,12,12,10,15,1,1.0,2.0,4
66387,40,32,62,52,46.0,36,22.0,40,44,45,33,34,33.0,46,57.0,34,77.0,33,91,24,35,49.0,25,84,53,67,71,66.0,8,15,9,11,14,1,1.0,2.0,1
94737,43,59,62,62,52.0,61,54.0,54,60,61,67,50,64.0,60,55.0,70,45.0,60,75,65,63,66.0,53,71,44,32,38,34.0,11,14,14,8,7,1,1.0,1.0,4
47175,69,47,42,61,55.0,59,60.0,53,48,61,67,68,72.0,62,64.0,65,66.0,69,74,60,55,57.0,50,69,62,65,64,63.0,13,9,8,13,13,1,1.0,1.0,4
121035,40,39,66,50,40.0,40,33.0,26,45,50,44,42,56.0,60,57.0,60,69.0,54,70,42,20,59.0,50,69,76,70,70,60.0,7,5,15,5,9,1,0.0,2.0,1
53815,25,25,25,24,25.0,25,25.0,25,23,25,23,26,27.0,70,41.0,36,29.0,21,83,25,25,31.0,31,37,25,25,25,25.0,67,76,62,80,67,1,1.0,1.0,0
109671,37,26,76,58,32.0,38,31.0,44,61,54,52,53,44.0,55,57.0,64,62.0,63,82,53,23,54.0,71,69,62,69,72,67.0,9,15,6,13,14,1,1.0,1.0,1
115391,25,25,25,24,25.0,25,25.0,25,25,24,40,46,35.0,57,56.0,26,57.0,36,75,25,25,25.0,23,26,25,25,25,25.0,60,61,61,59,59,1,1.0,1.0,0
114133,58,50,52,62,63.0,61,53.0,54,59,62,61,55,71.0,62,72.0,62,63.0,68,70,52,51,63.0,55,52,57,54,63,61.0,15,12,6,14,9,1,1.0,1.0,4
126319,65,59,39,70,67.0,73,76.0,69,66,73,78,75,91.0,58,85.0,63,67.0,50,34,69,65,69.0,67,28,31,24,29,28.0,12,7,7,6,12,1,1.0,1.0,4
31641,43,63,60,52,65.0,66,63.0,44,44,64,68,53,59.0,55,76.0,70,73.0,58,83,61,62,57.0,44,58,25,25,21,21.0,8,11,14,6,7,1,1.0,0.0,4
91495,66,60,62,76,72.0,64,64.0,69,71,72,45,34,66.0,73,73.0,74,68.0,75,73,74,44,73.0,73,74,60,62,69,69.0,10,10,12,13,13,1,1.0,1.0,4
83129,61,39,45,53,43.0,49,52.0,43,50,65,71,74,75.0,62,64.0,62,72.0,76,68,48,51,48.0,55,55,58,56,65,59.0,5,10,15,6,7,1,2.0,1.0,2
20438,57,52,65,63,51.0,35,32.0,50,60,60,47,54,45.0,60,49.0,70,64.0,72,78,57,64,61.0,54,75,68,52,62,56.0,9,7,10,12,7,1,1.0,2.0,4
83398,61,38,48,60,25.0,64,58.0,62,59,62,68,71,61.0,52,68.0,51,56.0,57,61,35,45,42.0,35,56,55,60,65,67.0,12,13,7,6,15,0,2.0,1.0,2
146867,59,59,55,49,51.0,62,52.0,44,41,58,66,68,50.0,54,54.0,51,56.0,60,59,56,61,41.0,51,56,37,27,26,28.0,8,14,6,12,11,1,2.0,1.0,4
91730,82,72,54,84,72.0,74,86.0,81,83,83,58,54,65.0,73,69.0,79,56.0,52,57,82,73,82.0,80,61,55,46,55,49.0,13,14,6,11,13,1,,,5
124408,58,42,58,73,35.0,63,57.0,55,66,66,64,52,59.0,68,72.0,43,64.0,71,68,39,57,67.0,58,63,57,60,62,60.0,6,11,15,8,10,1,1.0,1.0,4
93701,24,24,65,38,25.0,27,27.0,28,27,38,57,60,57.0,56,57.0,60,74.0,68,78,25,34,34.0,42,71,58,58,62,56.0,10,10,5,6,6,0,1.0,1.0,4
6497,36,22,71,65,37.0,54,46.0,25,62,70,50,34,38.0,70,51.0,48,74.0,33,74,34,37,55.0,42,67,76,74,77,70.0,8,9,14,12,13,1,1.0,2.0,1
87859,43,34,79,61,30.0,45,45.0,43,58,57,31,34,38.0,67,49.0,62,67.0,52,80,53,38,51.0,54,74,73,73,71,62.0,13,9,13,13,11,1,1.0,1.0,1
109848,49,39,60,68,43.0,60,41.0,35,64,66,63,67,40.0,62,51.0,62,47.0,61,81,53,53,48.0,48,69,61,54,61,55.0,9,5,13,11,14,1,1.0,2.0,4
67580,62,31,56,67,26.0,37,54.0,35,52,61,64,65,62.0,63,73.0,48,36.0,73,68,33,49,45.0,55,72,65,69,61,66.0,9,9,12,5,8,1,1.0,1.0,3
141215,59,68,72,61,64.0,63,57.0,54,57,66,59,54,57.0,69,38.0,68,52.0,63,80,67,67,58.0,66,56,28,25,38,21.0,13,5,8,8,14,1,2.0,0.0,4
19329,60,59,34,64,58.0,58,68.0,60,66,61,71,77,64.0,72,69.0,61,60.0,70,60,60,56,64.0,64,58,62,50,62,55.0,15,13,5,7,12,0,,,4
3815,53,47,28,47,46.0,57,37.0,32,52,56,76,75,70.0,48,81.0,43,71.0,56,56,35,58,54.0,40,34,42,32,34,28.0,7,8,11,13,11,0,1.0,1.0,4
88527,59,62,49,82,45.0,55,80.0,64,83,70,40,52,51.0,80,71.0,60,48.0,47,65,56,60,79.0,58,65,72,56,68,53.0,8,14,13,9,6,1,1.0,1.0,3
22073,44,28,69,40,28.0,32,33.0,28,31,35,71,72,62.0,45,46.0,41,65.0,58,74,25,33,32.0,34,50,51,56,61,60.0,12,8,14,10,8,1,1.0,1.0,4
178057,77,42,74,72,46.0,65,70.0,64,75,72,61,60,58.0,69,72.0,65,71.0,55,73,62,57,51.0,32,71,80,72,74,70.0,9,14,10,12,13,0,2.0,1.0,1
152421,44,66,70,58,47.0,63,40.0,29,50,67,67,68,61.0,58,39.0,63,56.0,63,75,50,71,42.0,46,62,23,22,27,29.0,7,9,7,7,13,1,1.0,1.0,4
51998,65,67,69,61,67.0,74,60.0,45,42,73,73,76,76.0,71,74.0,70,91.0,80,68,67,69,66.0,67,59,31,20,24,28.0,5,8,15,10,9,1,1.0,1.0,4
77789,62,25,41,51,41.0,54,31.0,31,44,57,70,70,59.0,57,67.0,49,72.0,64,57,37,47,32.0,31,66,59,64,63,59.0,13,15,14,13,8,1,2.0,1.0,4
41942,34,25,72,45,33.0,35,40.0,34,48,42,72,68,68.0,62,45.0,67,84.0,70,82,31,35,55.0,31,78,59,69,62,50.0,10,6,6,14,12,0,1.0,0.0,4
138387,57,38,58,56,49.0,55,39.0,54,57,62,32,32,30.0,60,49.0,58,56.0,48,89,57,38,43.0,49,81,60,56,61,57.0,8,7,6,9,7,0,1.0,1.0,4
6951,25,25,25,21,25.0,25,25.0,25,32,28,24,23,33.0,55,35.0,22,55.0,28,54,25,25,25.0,27,30,22,25,25,25.0,62,62,50,68,68,1,1.0,1.0,0
42980,48,26,58,49,25.0,25,36.0,25,41,50,54,54,47.0,55,51.0,26,61.0,64,64,26,25,45.0,26,62,56,59,59,57.0,6,10,10,6,6,0,1.0,1.0,4
3784,63,52,48,67,51.0,66,68.0,70,65,70,62,65,61.0,64,59.0,68,63.0,69,76,65,48,61.0,65,64,63,56,66,62.0,6,5,14,13,15,0,1.0,1.0,3
51736,29,25,46,45,26.0,36,27.0,28,30,32,54,55,47.0,49,73.0,40,70.0,64,57,23,30,32.0,35,51,49,49,59,53.0,11,7,10,9,7,1,0.0,1.0,4
76544,73,56,46,69,61.0,58,75.0,67,67,69,61,55,57.0,67,71.0,70,47.0,53,56,61,67,71.0,59,61,38,39,48,34.0,6,7,13,8,10,1,1.0,1.0,4
34093,25,25,25,21,25.0,25,25.0,25,31,31,42,41,34.0,53,21.0,29,54.0,31,64,25,25,25.0,34,25,27,25,25,25.0,70,68,60,66,62,1,1.0,1.0,0
140589,48,64,73,60,49.0,52,56.0,51,52,59,50,53,66.0,51,51.0,67,49.0,61,77,60,45,52.0,69,62,42,20,28,31.0,12,13,10,9,9,1,1.0,1.0,4
163319,55,68,77,62,64.0,64,54.0,51,58,68,51,52,33.0,65,28.0,70,57.0,67,85,64,67,69.0,70,54,26,37,26,25.0,6,6,14,9,13,0,1.0,1.0,4
83844,67,67,65,60,74.0,79,68.0,65,65,78,80,85,75.0,57,74.0,73,67.0,64,63,65,55,60.0,75,59,20,29,34,32.0,11,12,15,11,13,1,1.0,1.0,6
169287,74,29,56,67,57.0,70,79.0,36,66,73,55,67,52.0,59,47.0,72,61.0,56,78,54,57,56.0,40,76,65,49,65,68.0,12,14,14,14,11,0,1.0,0.0,4
139222,64,48,60,78,54.0,60,81.0,79,75,75,34,34,36.0,72,70.0,83,35.0,40,69,62,54,85.0,82,77,75,56,72,54.0,12,13,6,15,15,1,1.0,2.0,3
101013,60,34,47,61,40.0,63,58.0,43,51,60,71,72,72.0,59,81.0,52,47.0,84,48,45,54,54.0,60,58,54,58,56,53.0,15,15,8,11,14,0,1.0,1.0,4
81990,37,27,47,59,33.0,60,39.0,33,50,62,69,68,72.0,64,70.0,32,58.0,83,56,39,45,34.0,46,84,69,74,71,65.0,7,11,14,12,6,1,1.0,1.0,4
164194,53,32,62,62,67.0,45,63.0,67,57,68,54,46,55.0,65,56.0,67,73.0,72,79,69,58,76.0,73,73,63,60,55,51.0,12,13,10,13,12,1,1.0,1.0,4
181589,70,33,56,71,52.0,70,56.0,54,64,71,69,72,31.0,70,67.0,51,71.0,68,60,40,60,73.0,46,70,65,69,71,73.0,10,13,9,8,6,1,2.0,2.0,2
67300,42,32,70,56,35.0,37,36.0,30,44,53,51,64,47.0,59,58.0,44,80.0,71,70,40,47,25.0,28,53,56,42,65,62.0,6,15,11,11,7,1,1.0,1.0,4
150068,32,35,57,54,25.0,55,38.0,42,56,59,64,56,57.0,63,44.0,42,52.0,66,77,28,49,52.0,35,65,65,62,62,61.0,7,5,12,8,6,0,1.0,1.0,4
67616,25,25,25,29,25.0,25,25.0,29,45,31,49,53,54.0,69,49.0,36,72.0,26,78,25,25,25.0,39,23,21,25,25,25.0,74,71,86,73,78,1,1.0,1.0,0
81656,60,38,50,50,53.0,56,61.0,61,52,55,61,58,55.0,46,56.0,59,59.0,64,65,42,42,55.0,58,48,54,51,57,56.0,10,6,14,13,5,0,1.0,1.0,4
160622,52,40,77,66,30.0,44,35.0,43,64,59,55,62,51.0,59,59.0,62,76.0,63,82,45,47,52.0,31,87,67,69,71,65.0,7,13,8,14,12,1,1.0,2.0,1
95532,25,25,25,25,25.0,25,25.0,25,25,25,29,39,54.0,62,56.0,25,54.0,22,75,25,25,25.0,25,25,20,25,25,25.0,64,63,62,65,62,1,1.0,1.0,0
28385,44,66,73,50,58.0,64,42.0,23,41,57,63,59,54.0,60,64.0,68,78.0,65,74,56,63,50.0,60,58,35,25,29,25.0,15,14,11,5,5,1,1.0,1.0,4
136282,74,58,45,66,57.0,69,73.0,62,61,72,54,55,62.0,79,71.0,70,52.0,34,61,71,72,66.0,59,58,38,25,21,25.0,9,12,15,8,8,0,1.0,1.0,4
136269,79,54,75,56,41.0,62,73.0,67,68,64,67,68,68.0,69,65.0,77,75.0,76,69,57,63,60.0,57,80,64,55,66,70.0,7,11,7,8,7,0,2.0,1.0,4
80862,73,67,35,81,60.0,71,81.0,79,72,72,62,55,80.0,63,74.0,72,40.0,57,63,71,74,85.0,73,58,62,50,55,48.0,11,10,14,14,14,0,1.0,1.0,5
5930,55,34,61,60,46.0,58,46.0,40,62,60,49,47,52.0,68,70.0,60,63.0,60,71,58,52,64.0,40,75,71,66,65,63.0,9,15,12,12,14,1,1.0,1.0,4
62672,43,62,63,60,46.0,58,37.0,47,54,53,65,69,63.0,61,58.0,65,59.0,55,74,57,61,50.0,63,56,26,25,40,32.0,10,12,13,14,15,1,1.0,1.0,4
160161,25,25,25,28,25.0,25,25.0,25,23,29,63,62,64.0,67,63.0,31,76.0,39,68,25,25,25.0,29,35,21,25,25,25.0,70,60,63,59,71,1,1.0,1.0,0
3982,63,61,56,62,52.0,76,68.0,59,57,73,82,79,64.0,57,83.0,59,70.0,72,59,56,61,63.0,57,56,40,21,31,33.0,10,12,12,11,12,0,1.0,1.0,4
68545,44,66,63,56,58.0,53,47.0,43,36,58,66,66,63.0,61,52.0,68,71.0,62,88,61,62,54.0,58,68,23,25,21,25.0,13,7,11,12,9,1,1.0,0.0,4
120596,56,58,44,62,54.0,63,59.0,64,56,61,67,70,69.0,59,67.0,63,61.0,72,61,62,48,47.0,52,53,47,48,51,46.0,7,7,15,8,12,0,2.0,1.0,4
12779,25,25,25,25,22.0,25,25.0,25,22,21,51,42,48.0,76,47.0,22,48.0,43,67,25,25,25.0,25,36,22,25,25,25.0,71,70,77,80,63,1,1.0,1.0,0
50770,50,67,59,56,73.0,61,56.0,49,46,70,55,51,65.0,60,34.0,77,61.0,53,83,65,67,37.0,70,79,28,25,40,35.0,14,13,13,8,6,1,1.0,1.0,4
35139,58,36,35,50,25.0,70,45.0,24,46,56,67,64,59.0,61,65.0,57,57.0,70,66,20,49,56.0,30,47,53,45,57,57.0,12,10,10,13,6,1,1.0,1.0,4
1568,42,59,65,43,48.0,57,40.0,31,29,52,58,57,61.0,60,58.0,63,65.0,58,72,56,65,46.0,62,70,26,33,33,41.0,11,13,14,7,6,1,1.0,1.0,4
78424,50,73,56,58,59.0,60,66.0,50,42,66,62,63,70.0,75,72.0,71,56.0,57,59,64,72,56.0,76,41,25,22,25,25.0,13,5,14,9,7,0,1.0,0.0,7
33599,54,31,65,65,27.0,54,29.0,32,62,63,64,67,58.0,68,59.0,55,64.0,72,76,34,37,47.0,45,72,69,66,67,65.0,12,8,9,11,9,1,1.0,2.0,1
